Row,Price,Value
1308,173.79,0.82
1309,173.56,0.9
1310,173.57,0.63
1311,173.55,-0.48
1312,173.83,-0.33
1313,174.09,0.27
1314,174.12,0.79
1315,173.80,-0.02
1316,173.47,-0.36
1317,173.24,0.43
1318,173.48,0.54
1319,173.23,-0.12
1320,172.59,0.07
1321,171.82,0.13
1322,171.75,0.02
1323,171.86,-0.98
1324,172.09,-0.29
1325,172.06,-0.01
1326,171.86,-0.4
1327,173.27,-0.87
1328,173.29,-0.17
1329,173.03,-0.47
1330,173.15,-0.75
1331,173.37,-0.94
1332,173.33,0.41
1333,173.48,0.19
1334,173.49,0.83
1335,173.70,-0.97
1336,173.59,-0.27
1337,173.39,-0.22
1338,173.63,0.24
1339,173.78,-0.83
1340,173.97,0.71
1341,173.70,0.49
1342,172.97,-0.61
1343,173.30,0.53
1344,173.12,0.98
1345,173.06,0.76
1346,172.95,-0.11
1347,173.09,0.12
1348,172.97,-0.35
1349,172.95,-0.46
1350,173.09,-0.73
1351,173.09,-0.38
1352,173.25,-0.59
1353,173.32,0.33
1354,173.85,0.71
1355,173.96,0.95
1356,173.86,0.16
1357,173.95,-0.65
1358,173.59,-0.6
1359,173.42,-0.32
1360,172.45,0.19
1361,172.48,-0.93
1362,172.68,0.84
1363,172.24,0.83
1364,171.89,-0.51
1365,171.05,0.07
1366,173.21,0.71
1367,172.79,0.9
1368,172.76,-0.25
1369,173.04,-0.5
1370,172.88,-0.54
1371,173.30,0.3
1372,173.70,-0.94
1373,173.70,-0.3
1374,173.48,0.02
1375,173.78,0.15
1376,173.71,-0.28
1377,173.59,0.98
1378,173.49,-0.1
1379,173.87,-0.79
1380,173.81,0.66
1381,173.64,-0.79
1382,173.65,0.72
1383,173.56,-0.73
1384,173.37,0.84
1385,172.97,0.39
1386,173.04,0.19
1387,173.22,-0.83
1388,172.68,-0.03
1389,173.04,0.55
1390,172.85,0.29
1391,172.48,0.1
1392,172.85,-0.03
1393,172.80,0.74
1394,172.94,0.38
1395,173.25,0.53
1396,173.22,-0.89
1397,172.82,-0.15
1398,172.23,-0.25
1399,171.98,-0.04
1400,172.46,0.22
1401,172.61,0.26
1402,172.71,0.68
1403,172.09,-0.69
1404,172.61,0.52
1405,174.23,0.24
1406,173.85,-0.98
1407,174.05,0.97
1408,174.15,-0.36
1409,173.75,0.44
1410,173.82,-0.64
1411,174.04,-0.08
1412,174.16,0.26
1413,174.40,-0.21
1414,174.46,0.73
1415,174.20,-0.61
1416,174.47,0.61
1417,174.75,0.93
1418,174.43,-0.5
1419,174.67,0.12
1420,174.46,-0.92
1421,174.63,0.63
1422,174.38,0.77
1423,174.46,0.57
1424,174.52,-0.39
1425,174.60,0.96
1426,174.40,-0.49
1427,174.33,-0.89
1428,174.42,-0.21
1429,174.51,-0.15
1430,174.44,-0.28
1431,174.55,0.47
1432,174.37,-0.54
1433,174.36,-0.11
1434,174.56,0.96
1435,174.56,0.32
1436,174.97,-0.18
1437,174.98,-0.21
1438,175.08,0.69
1439,175.22,-0.46
1440,175.45,0.17
1441,175.52,0.96
1442,175.45,-0.98
1443,175.54,0.68
1444,177.64,0.93
1445,177.62,-0.68
1446,177.71,0.88
1447,178.19,0.1
1448,177.83,0.07
1449,177.81,-0.59
1450,177.62,0.9
1451,177.61,0.76
1452,177.65,-0.07
1453,178.17,0.11
1454,178.69,0.02
1455,178.68,0.56
1456,178.88,0.24
1457,178.78,0.7
1458,178.83,0.66
1459,178.98,-0.84
1460,178.82,0.31
1461,178.92,0.82
1462,178.65,0.29
1463,178.65,-0.16
1464,178.54,0.44
1465,178.74,-0.77
1466,178.82,-0.46
1467,179.00,-0.01
1468,178.89,-0.48
1469,178.95,-0.94
1470,178.95,0.34
1471,179.10,-0.01
1472,179.25,-0.97
1473,179.12,0.64
1474,179.30,0.53
1475,179.11,0.3
1476,179.03,0.06
1477,179.16,0.05
1478,179.18,0.72
1479,179.04,0.23
1480,179.20,-0.08
1481,178.86,-0.55
1482,178.97,0.96
1483,179.59,0.92
1484,179.78,-0.75
1485,179.38,-0.47
1486,179.93,-0.84
1487,179.89,1
1488,180.28,-0.21
1489,179.80,0.89
1490,179.53,-0.47
1491,179.05,-0.96
1492,179.23,-0.64
1493,179.41,0.07
1494,178.98,-0.59
1495,178.83,-0.66
1496,179.26,-0.43
1497,178.80,-0.69
1498,179.12,0.35
1499,178.71,0.17
1500,178.50,0.35
1501,178.96,0.48
1502,179.17,0.5
1503,179.36,-0.36
1504,179.41,0.25
1505,179.36,-0.48
1506,179.59,-1
1507,179.59,0.99
1508,179.69,-0.44
1509,179.46,-0.9
1510,179.36,-0.89
1511,179.24,-0.39
1512,179.37,-1
1513,179.69,-0.33
1514,179.14,-0.7
1515,179.52,0.7
1516,179.23,-0.31
1517,179.01,0.64
1518,179.17,0.48
1519,179.02,-0.97
1520,179.12,0.56
1521,178.36,0.78
1522,179.56,-0.1
1523,179.70,-0.25
1524,179.86,0.7
1525,180.13,0.61
1526,180.45,-0.9
1527,180.30,-0.05
1528,180.53,0.68
1529,180.05,0.09
1530,179.62,-0.45
1531,179.34,-0.52
1532,179.68,0.49
1533,179.40,0.89
1534,179.38,-0.96
1535,178.87,-0.79
1536,179.10,0.03
1537,179.36,0.12
1538,179.17,-0.33
1539,179.08,0.1
1540,179.63,-0.91
1541,179.95,-0.32
1542,179.89,-0.13
1543,179.78,-0.12
1544,179.85,0
1545,179.95,-0.89
1546,180.16,-0.63
1547,179.92,-0.1
1548,180.32,-0.59
1549,180.43,-0.57
1550,180.39,-0.98
1551,180.28,-0.05
1552,179.86,-0.84
1553,179.65,0.34
1554,179.46,-0.59
1555,179.31,-0.89
1556,179.24,0.31
1557,179.35,0.96
1558,179.40,0.22
1559,178.60,-0.98
1560,178.10,0.51
1561,177.94,0.07
1562,178.23,0.43
1563,177.91,0.9
1564,178.63,-0.91
1565,178.47,0.33
1566,179.19,0.97
1567,179.27,-0.97
1568,178.82,-0.75
1569,178.38,0.59
1570,178.78,0.66
1571,178.91,-0.28
1572,178.30,0.16
1573,178.34,0.42
1574,178.30,0.95
1575,178.34,-0.85
1576,177.87,-0.7
1577,177.56,0.15
1578,177.24,0.48
1579,176.69,0.22
1580,176.88,-0.62
1581,175.97,-0.92
1582,175.02,-0.14
1583,175.35,0.02
1584,175.55,-0.86
1585,175.17,0.55
1586,174.20,0.38
1587,173.31,-0.81
1588,173.35,-0.84
1589,173.95,1
1590,174.80,-0.89
1591,173.98,0.45
1592,174.38,0.69
1593,174.98,0.83
1594,175.14,0.53
1595,175.67,0.13
1596,175.36,0.97
1597,174.26,-0.38
1598,174.99,0.95
1599,174.88,0.41
1600,172.98,-0.37
1601,173.33,-0.83
1602,173.54,0.22
1603,173.88,0.65
1604,173.55,0.56
1605,173.79,0.96
1606,174.49,-0.86
1607,175.11,-0.91
1608,174.55,-0.85
1609,174.47,-0.85
1610,174.38,0.59
1611,175.07,-0.61
1612,174.42,-0.23
1613,174.99,0.66
1614,175.07,0.8
1615,175.25,0.62
1616,175.01,-0.87
1617,175.57,0.36
1618,175.14,-0.8
1619,175.81,0.6
1620,175.81,-0.7
1621,175.50,-0.93
1622,174.96,0.92
1623,174.69,0.51
1624,174.37,0.41
1625,175.01,-0.7
1626,174.79,-0.48
1627,175.04,-0.93
1628,175.30,-0.96
1629,175.14,0.63
1630,175.43,-0.92
1631,175.58,0.73
1632,175.03,0.24
1633,175.08,-0.12
1634,175.27,-0.8
1635,175.19,-0.27
1636,175.49,-0.32
1637,175.56,0.8
1638,176.30,-0.55
1639,175.49,0.68
1640,174.57,-0.5
1641,175.31,0.25
1642,175.16,0.22
1643,174.86,-0.74
1644,175.44,0.93
1645,175.76,-0.23
1646,175.97,-0.1
1647,176.41,-0.73
1648,176.53,-0.52
1649,176.38,-0.08
1650,176.65,0.82
1651,176.95,0.4
1652,177.30,0.1
1653,177.28,0.6
1654,177.30,-0.91
1655,177.07,-0.89
1656,177.08,0.46
1657,177.15,0.84
1658,177.11,0.17
1659,177.37,0.54
1660,177.59,-0.74
1661,177.50,-0.91
1662,177.32,0.59
1663,177.15,0.72
1664,176.89,0.11
1665,177.40,0.22
1666,177.06,-0.65
1667,176.53,-0.71
1668,176.80,0.63
1669,177.20,0.14
1670,177.18,-0.67
1671,177.36,-0.92
1672,177.35,0.81
1673,177.46,-0.7
1674,177.15,-0.86
1675,177.45,-0.21
1676,177.14,0.26
1677,176.84,-0.68
1678,177.63,0.75
1679,177.88,0.23
1680,177.89,-0.67
1681,177.56,0.15
1682,177.64,-0.9
1683,177.63,0.5
1684,177.68,-0.13
1685,177.53,-0.81
1686,177.02,-0.01
1687,176.81,-0.43
1688,176.81,-0.77
1689,176.56,0.25
1690,176.51,0.85
1691,176.73,0.81
1692,176.94,-0.9
1693,176.89,0.64
1694,176.89,0.87
1695,176.68,-0.57
1696,176.89,-0.03
1697,177.00,0.7
1698,177.41,0.72
1699,177.40,0.45
1700,177.16,0.03
1701,177.04,0.9
1702,177.03,0.14
1703,176.49,0.37
1704,176.49,-0.34
1705,176.44,-0.09
1706,176.38,-0.81
1707,176.18,0.05
1708,176.82,0.92
1709,176.97,0.25
1710,176.71,0.91
1711,176.55,0.22
1712,176.42,0.64
1713,176.36,0.78
1714,176.50,0.27
1715,176.42,-0.32
1716,176.66,-0.42
1717,175.49,-0.96
1718,174.84,0.77
1719,174.86,-0.78
1720,175.11,0.35
1721,174.95,-0.76
1722,175.18,0.16
1723,175.19,-0.89
1724,175.30,0.14
1725,175.31,0.1
1726,175.21,0.52
1727,174.82,-0.01
1728,174.91,0.67
1729,175.10,-0.81
1730,174.99,-0.68
1731,174.72,0.8
1732,174.55,0
1733,174.82,-0.41
1734,174.83,0.89
1735,174.95,0.67
1736,175.24,0.18
1737,175.21,-0.36
1738,174.61,0.36
1739,174.91,0.58
1740,175.63,0.85
1741,175.35,-0.66
1742,175.16,0.13
1743,175.26,0.91
1744,175.27,-0.03
1745,175.41,-0.85
1746,175.27,0.27
1747,175.35,-0.98
1748,175.34,-0.54
1749,175.04,0.59
1750,175.49,0.86
1751,175.17,0.02
1752,175.08,-0.88
1753,175.12,-0.68
1754,175.07,0.85
1755,175.04,-0.97
1756,175.35,0.45
1757,175.45,-0.4
1758,175.34,0.64
1759,175.27,-0.15
1760,175.48,0.53
1761,175.61,0.68
1762,175.33,0.82
1763,175.51,-0.11
1764,175.49,-0.8
1765,175.78,0.84
1766,176.00,0.61
1767,176.22,0.03
1768,176.09,0.51
1769,176.17,0.89
1770,176.42,0.89
1771,176.60,-0.28
1772,176.17,0
1773,176.54,-0.86
1774,176.45,0.72
1775,176.62,-1
1776,176.62,-0.73
1777,176.90,0.56
1778,176.73,-0.19
1779,176.26,-0.91
1780,176.22,0.95
1781,176.42,-0.17
1782,176.64,0.11
1783,176.27,-0.11
1784,176.52,0.57
1785,176.60,-0.48
1786,176.73,-0.72
1787,176.98,-0.4
1788,176.97,0.92
1789,176.97,0.82
1790,176.94,0.79
1791,176.89,0.71
1792,176.69,0.82
1793,176.37,-0.66
1794,176.91,0.38
1795,177.68,-0.34
1796,177.92,-0.08
1797,177.98,-0.3
1798,178.18,-0.16
1799,178.49,-0.74
1800,178.65,-0.01
1801,178.77,-0.46
1802,178.67,0.85
1803,178.60,-0.92
1804,178.93,0.51
1805,179.14,-0.22
1806,179.29,0.26
1807,179.44,0.65
1808,179.49,0.29
1809,179.43,0.79
1810,179.45,-0.4
1811,179.46,0.26
1812,179.24,-0.09
1813,179.34,-0.63
1814,179.26,-0.5
1815,179.09,-0.75
1816,179.32,0.93
1817,179.17,0.45
1818,179.07,-0.92
1819,179.25,-0.14
1820,179.38,0.39
1821,179.50,0.17
1822,179.51,0.22
1823,179.62,0.91
1824,179.44,0.37
1825,179.55,0.37
1826,179.60,-0.67
1827,179.66,-0.17
1828,179.62,-1
1829,179.64,-0.74
1830,179.78,0.53
1831,179.94,0.35
1832,179.59,-0.94
1833,179.96,-0.09
1834,181.12,0.06
1835,181.85,0.87
1836,181.34,0.26
1837,181.67,0.71
1838,181.85,0.61
1839,181.85,-0.86
1840,181.87,-0.79
1841,181.99,0.1
1842,181.61,0.31
1843,181.50,-0.2
1844,181.33,0.83
1845,181.01,0.01
1846,181.45,-0.27
1847,181.67,-0.14
1848,181.88,-0.96
1849,181.96,-0.44
1850,182.03,0.92
1851,181.94,0.48
1852,181.75,0.15
1853,181.73,-0.71
1854,181.76,0.56
1855,181.97,0.18
1856,181.96,-0.64
1857,182.03,0.88
1858,182.17,-0.96
1859,182.05,-0.94
1860,181.65,0.17
1861,181.56,-0.97
1862,181.24,-0.82
1863,181.51,0.21
1864,181.46,0.79
1865,181.37,-0.28
1866,181.70,0.63
1867,181.79,-0.02
1868,181.88,0.03
1869,181.89,-0.41
1870,182.13,-0.38
1871,182.33,-0.59
1872,181.72,-0.82
1873,183.03,-0.11
1874,182.97,-0.17
1875,183.17,-0.58
1876,183.01,-0.37
1877,183.49,-0.21
1878,183.14,0.84
1879,182.72,0.16
1880,182.91,0.12
1881,182.72,-0.39
1882,181.93,0.07
1883,182.38,0.41
1884,181.92,0.22
1885,181.75,0.53
1886,182.13,0.58
1887,181.93,0.41
1888,181.12,-0.34
1889,181.77,-0.33
1890,181.87,0.71
1891,181.95,0.63
1892,182.02,0.44
1893,182.00,0.25
1894,182.28,-0.2
1895,182.43,-0.01
1896,182.21,0.69
1897,182.30,0.65
1898,181.74,-0.92
1899,181.44,-0.76
1900,181.52,-0.82
1901,181.35,0.38
1902,181.25,1
1903,181.17,0.64
1904,180.79,0.21
1905,180.90,-0.21
1906,180.51,0.02
1907,180.23,-0.9
1908,179.83,0.56
1909,179.46,0.74
1910,179.50,-0.53
1911,179.96,0.11
1912,178.90,-0.85
1913,178.99,0.47
1914,179.03,-0.21
1915,179.22,0.75
1916,178.65,0.35
1917,178.59,-0.92
1918,178.69,-0.74
1919,179.05,-0.32
1920,178.98,-0.33
1921,178.92,1
1922,178.67,0.05
1923,178.61,0.1
1924,178.44,-0.14
1925,178.32,-0.81
1926,178.32,-0.03
1927,178.20,-0.95
1928,178.69,0.53
1929,178.64,-0.05
1930,178.93,0.87
1931,178.86,-0.08
1932,178.94,0.32
1933,178.66,0.83
1934,178.80,-0.04
1935,178.73,0.24
1936,179.08,-0.92
1937,179.39,-0.82
1938,179.36,-0.92
1939,179.50,0.77
1940,179.23,-0.51
1941,179.23,0.15
1942,178.50,-0.22
1943,178.53,0.38
1944,178.65,0.94
1945,178.47,0.66
1946,178.26,-0.47
1947,178.20,-0.49
1948,178.20,0.47
1949,178.60,-0.59
1950,178.50,0.21
1951,178.68,-0.93
1952,178.42,-0.34
1953,178.64,-1
1954,179.47,-0.66
1955,179.25,-0.6
1956,179.48,0.59
1957,179.27,-0.64
1958,179.35,0.4
1959,179.49,0.81
1960,179.83,0.85
1961,180.06,-0.26
1962,179.94,-0.41
1963,179.93,-0.8
1964,179.82,-0.46
1965,179.75,-0.87
1966,179.63,-0.12
1967,179.52,-0.26
1968,179.44,-0.86
1969,179.25,0.54
1970,179.53,0.63
1971,179.53,-0.47
1972,179.56,0.37
1973,178.95,0.44
1974,179.12,-0.14
1975,179.10,-0.37
1976,178.72,0.26
1977,178.21,0.47
1978,178.56,0.92
1979,178.61,-0.41
1980,178.39,0.03
1981,178.45,-0.56
1982,178.45,-0.92
1983,178.94,-0.51
1984,178.93,-0.2
1985,178.71,-0.3
1986,179.09,-0.42
1987,179.03,0.63
1988,179.19,0.51
1989,178.65,-0.23
1990,178.45,0.97
1991,178.73,0.13
1992,178.68,0.34
1993,178.48,-0.53
1994,178.79,0.39
1995,178.62,0.39
1996,178.48,0.09
1997,178.46,0.17
1998,178.61,0.22
1999,178.42,0.79
2000,178.46,-0.31
2001,178.47,0.3
2002,178.46,-0.67
2003,178.01,-0.92
2004,177.74,0.07
2005,178.06,-0.98
2006,178.19,0.44
2007,178.19,-0.9
2008,178.42,0.65
2009,178.49,-0.76
2010,178.57,0.1
2011,178.57,0.84
2012,178.40,0.89
2013,178.33,0.07
2014,178.48,-1
2015,178.33,-0.46
2016,178.53,0.15
2017,178.64,0.27
2018,178.34,0.16
2019,178.43,-0.49
2020,178.52,0.09
2021,178.49,-0.66
2022,178.65,0.97
2023,178.58,0.95
2024,178.62,0.09
2025,178.56,0.41
2026,178.33,-0.93
2027,178.33,0.11
2028,177.89,-0.59
2029,176.65,0.16
2030,176.75,-0.04
2031,176.80,-0.79
2032,176.61,0.51
2033,176.58,-0.39
2034,176.48,0.32
2035,176.25,0.99
2036,175.89,0.55
2037,175.84,0.81
2038,175.87,0.21
2039,175.54,0.67
2040,175.76,-0.14
2041,175.46,0.07
2042,175.20,-0.94
2043,174.67,-0.33
2044,174.86,-0.68
2045,174.96,0.36
2046,175.30,-0.35
2047,174.91,-0.76
2048,174.09,0.38
2049,174.52,0.59
2050,173.80,-0.74
2051,174.27,0.03
2052,174.19,-0.76
2053,174.60,-0.16
2054,174.55,-0.66
2055,174.47,0.25
2056,174.69,-0.04
2057,174.35,0.94
2058,174.31,-0.62
2059,174.02,0.3
2060,174.43,0.43
2061,174.63,0.15
2062,174.50,-0.22
2063,175.14,-0.04
2064,174.79,0.03
2065,174.99,-0.97
2066,175.16,0.22
2067,175.31,-0.16
2068,176.42,0.08
2069,176.39,-0.69
2070,176.26,-0.35
2071,176.02,0.65
2072,175.61,0.12
2073,175.97,0.86
2074,176.19,0.77
2075,175.87,-0.56
2076,176.13,-0.32
2077,176.26,0.02
2078,176.10,0.6
2079,176.18,0.22
2080,176.25,0.87
2081,175.82,0.32
2082,175.65,-0.99
2083,175.61,-0.39
2084,175.87,-0.04
2085,176.13,-0.86
2086,176.02,-0.12
2087,175.98,-0.78
2088,175.84,-0.66
2089,175.47,0.85
2090,175.27,0.71
2091,175.11,-0.47
2092,175.12,-0.61
2093,175.11,-0.09
2094,175.10,-0.96
2095,175.29,0.66
2096,175.48,0.8
2097,175.61,0.77
2098,175.71,0.93
2099,175.48,0.36
2100,175.66,-0.41
2101,175.84,0.22
2102,175.73,-0.56
2103,175.70,-0.7
2104,175.53,-0.51
2105,175.48,0.82
2106,175.25,-0.9
2107,174.75,0.25
2108,174.52,0.36
2109,174.43,-0.54
2110,174.37,-0.38
2111,174.32,-0.76
2112,173.93,0.68
2113,173.93,-0.39
2114,173.95,0.17
2115,174.10,0.54
2116,173.99,0.12
2117,173.98,0.84
2118,174.04,0.47
2119,174.02,1
2120,173.93,0.96
2121,174.22,-0.91
2122,174.16,0.46
2123,174.03,0.87
2124,174.01,0.01
2125,174.00,0.45
2126,174.00,0.93
2127,173.89,-0.87
2128,173.56,0.03
2129,173.46,-0.26
2130,173.50,0.73
2131,173.29,-0.12
2132,173.27,0.99
2133,173.48,0.84
2134,173.74,-0.95
2135,173.71,-0.99
2136,173.06,-0.73
2137,172.60,0.99
2138,171.95,0.74
2139,171.94,-0.11
2140,172.01,0.49
2141,172.42,-0.8
2142,172.00,0.74
2143,172.21,-0.37
2144,172.07,0.67
2145,171.37,0.06
2146,169.86,0.7
2147,170.24,0.78
2148,169.80,-0.4
2149,170.01,-0.72
2150,170.26,-0.28
2151,169.83,-0.36
2152,170.08,0.84
2153,169.69,-0.16
2154,169.31,0.87
2155,169.74,-0.23
2156,169.93,0.42
2157,169.65,0.15
2158,169.47,0.83
2159,169.45,-0.71
2160,169.62,0.46
2161,169.87,-0.54
2162,170.44,-0.57
2163,170.65,-0.9
2164,170.93,0.33
2165,170.89,-0.74
2166,170.58,-0.34
2167,170.65,-0.37
2168,170.75,-0.84
2169,171.87,-0.71
2170,172.21,0.51
2171,172.38,-0.08
2172,172.10,0.71
2173,171.68,-0.19
2174,171.91,-0.31
2175,170.93,-0.54
2176,171.43,-0.88
2177,171.57,0.24
2178,170.82,-0.41
2179,170.76,0.92
2180,170.69,0.87
2181,170.58,0.25
2182,169.90,0.17
2183,169.09,-0.9
2184,168.74,0.4
2185,168.39,-0.71
2186,168.23,0.46
2187,168.91,0.7
2188,168.77,0.46
2189,168.48,0.81
2190,168.92,0.95
2191,168.97,0.66
2192,168.92,-0.2
2193,169.63,-0.77
2194,169.11,-0.89
2195,169.01,0.09
2196,168.81,0.67
2197,168.20,0.09
2198,167.98,-0.69
2199,167.44,-0.24
2200,168.16,-0.74
2201,167.77,0.97
2202,168.43,0.08
2203,168.14,0.88
2204,168.01,0.66
2205,167.80,-0.33
2206,168.45,-0.74
2207,168.65,0.91
2208,168.74,-0.83
2209,168.49,-0.03
2210,169.00,-0.7
2211,169.72,-0.14
2212,169.22,0.81
2213,168.58,0.24
2214,168.54,0.4
2215,168.38,0.99
2216,167.88,-0.57
2217,167.11,0.38
2218,166.55,-0.16
2219,167.37,-0.76
2220,167.06,0.11
2221,166.26,-0.83
2222,165.87,-0.86
2223,164.98,-0.3
2224,168.89,-0.04
2225,169.57,1
2226,169.46,0.41
2227,168.68,-0.46
2228,168.62,-0.03
2229,168.31,0.96
2230,168.50,-0.28
2231,168.52,-0.57
2232,168.24,-0.49
2233,167.54,0.85
2234,166.71,0.71
2235,167.09,-0.93
2236,167.41,0.35
2237,167.47,-0.72
2238,167.72,-0.92
2239,167.96,0.19
2240,168.29,0.14
2241,168.57,-0.92
2242,169.02,0.82
2243,168.67,0.79
2244,168.80,-0.73
2245,169.13,-0.74
2246,169.66,0.74
2247,169.43,0.23
2248,169.57,0.64
2249,169.78,0.13
2250,169.47,-0.39
2251,170.03,-0.58
2252,170.60,0.59
2253,171.18,0.31
2254,171.55,0.06
2255,171.24,-0.76
2256,171.50,0.28
2257,172.05,0.71
2258,172.41,-0.48
2259,172.41,-0.34
2260,172.60,-0.38
2261,172.94,-0.39
2262,172.80,0.83
2263,174.84,-0.22
2264,174.17,-0.8
2265,174.63,-1
2266,174.04,-0.01
2267,173.48,-0.82
2268,173.81,-0.38
2269,173.74,0.81
2270,173.96,0.97
2271,173.49,-0.67
2272,173.33,-0.93
2273,173.32,0.4
2274,173.42,0.43
2275,174.20,-0.52
2276,174.48,-0.77
2277,174.31,0.86
2278,174.04,0.33
2279,173.95,-0.63
2280,173.38,-0.76
2281,173.03,0.71
2282,173.41,0.14
2283,173.23,0.64
2284,173.23,-0.22
2285,173.38,-0.33
2286,173.01,-0.08
2287,172.31,-0.2
2288,172.02,-0.9
2289,171.75,0.76
2290,170.75,-0.27
2291,171.60,-0.61
2292,170.59,-0.16
2293,170.92,0.64
2294,170.19,0.86
2295,169.85,-0.34
2296,169.19,-0.72
2297,169.46,0.27
2298,168.41,0.19
2299,168.31,0.77
2300,167.21,-0.66
2301,168.34,0.17
2302,165.87,0.11
2303,166.60,-0.96
2304,166.95,0.56
2305,167.29,-0.78
2306,166.56,-0.01
2307,166.63,-0.65
2308,166.56,-0.81
2309,165.79,0.41
2310,166.50,0.22
2311,167.21,-0.59
2312,167.31,-0.26
2313,166.78,0.43
2314,167.78,0.96
2315,168.33,-0.19
2316,168.01,0.38
2317,168.27,0.77
2318,169.80,0.86
2319,168.66,0.52
2320,168.70,-0.66
2321,167.90,-0.13
2322,167.18,0.55
2323,167.74,0.67
2324,167.31,0.49
2325,168.04,-0.24
2326,167.85,0.08
2327,168.47,0.33
2328,167.75,-0.2
2329,167.12,-0.63
2330,167.57,0.97
2331,167.27,0.74
2332,167.82,-0.26
2333,167.39,0.45
2334,166.99,-0.23
2335,165.98,-0.73
2336,166.93,-0.66
2337,167.48,0.94
2338,167.69,0.3
2339,167.19,-0.6
2340,166.55,-0.92
2341,167.67,-0.98
2342,167.51,0.45
2343,167.23,-0.45
2344,167.73,-0.27
2345,168.17,-0.43
2346,168.46,0.4
2347,168.93,0.39
2348,169.76,-0.97
2349,170.36,0.78
2350,170.34,-0.21
2351,169.69,0.24
2352,169.79,0.92
2353,169.18,-0.55
2354,169.74,0.95
2355,169.78,-0.74
2356,169.26,-0.97
2357,169.71,-0.16
2358,170.05,0.28
2359,170.05,-0.13
2360,169.60,0.66
2361,170.00,-0.57
2362,169.47,0.23
2363,169.83,0.24
2364,170.10,-0.9
2365,170.08,-0.46
2366,170.49,0.37
2367,170.68,-0.48
2368,170.63,-0.84
2369,170.74,-0.85
2370,170.80,0.64
2371,171.01,0.34
2372,171.50,0.1
2373,171.33,0.59
2374,171.70,-0.99
2375,171.56,0.76
2376,170.74,-0.7
2377,170.44,0.34
2378,170.79,-0.84
2379,168.05,-0.82
2380,168.62,0.21
2381,167.98,0.03
2382,167.90,0.74
2383,167.79,0.6
2384,167.80,-0.14
2385,167.48,-0.72
2386,167.25,-0.54
2387,167.54,-0.78
2388,166.97,-0.91
2389,166.80,0.56
2390,166.82,-1
2391,166.97,-0.04
2392,165.60,0.63
2393,165.58,0.18
2394,165.27,0.63
2395,165.19,0.11
2396,165.66,0.89
2397,166.03,0.59
2398,165.97,-0.42
2399,166.17,-0.02
2400,165.72,-0.21
2401,165.31,-0.38
2402,165.23,-0.59
2403,164.91,-0.29
2404,165.62,0.6
2405,165.62,0.31
2406,165.21,0.14
2407,165.00,-0.15
2408,165.41,0.76
2409,165.20,0.62
2410,165.27,0.08
2411,165.45,-0.83
2412,166.10,0.14
2413,166.12,0.53
2414,166.56,-0.87
2415,166.05,-0.38
2416,165.73,-0.91
2417,166.34,-0.97
2418,166.67,0.86
2419,167.68,0.16
2420,167.42,-0.42
2421,166.70,-0.32
2422,165.92,-0.23
2423,165.24,0.45
2424,165.35,0.02
2425,165.29,-0.31
2426,165.63,-0.22
2427,166.47,-0.17
2428,167.35,-0.79
2429,166.90,0.2
2430,166.73,0.8
2431,166.56,0.52
2432,166.29,-0.51
2433,165.71,0.06
2434,166.15,-0.57
2435,165.81,0.49
2436,165.80,0.8
2437,166.00,-0.42
2438,166.02,-0.96
2439,166.12,-0.79
2440,166.09,-0.29
2441,166.44,0.71
2442,166.84,-0.34
2443,166.61,0.65
2444,166.49,0.87
2445,166.94,-0.88
2446,166.67,-0.67
2447,166.23,-0.74
2448,166.20,-0.2
2449,165.96,-0.12
2450,166.76,-0.08
2451,167.49,-0.31
2452,168.26,-0.93
2453,168.33,-0.39
2454,168.69,0.97
2455,168.41,-0.2
2456,168.11,0.2
2457,168.41,-0.33
2458,166.42,-0.52
2459,166.09,0.09
2460,166.36,0.45
2461,166.36,0.01
2462,166.55,-0.75
2463,166.31,-0.5
2464,166.30,-0.5
2465,167.20,0.84
2466,168.09,0.22
2467,167.83,0.18
2468,168.76,0.81
2469,169.06,0.82
2470,169.30,-0.02
2471,169.29,-0.03
2472,169.42,-0.15
2473,169.96,0.28
2474,170.20,0.67
2475,170.05,0.7
2476,169.93,0.22
2477,169.81,0.32
2478,169.59,-0.49
2479,168.95,-0.58
2480,168.93,-0.3
2481,168.96,-0.12
2482,169.22,-0.06
2483,169.12,0.04
2484,169.42,-0.86
2485,169.85,-0.76
2486,170.29,-0.37
2487,170.83,0.91
2488,170.42,0.27
2489,170.68,-0.62
2490,170.94,0.6
2491,171.35,-0.65
2492,170.70,0.52
2493,171.22,0.14
2494,171.57,0.61
2495,171.63,0.06
2496,171.59,-0.85
2497,173.05,-0.69
2498,172.81,0
2499,172.99,-0.95
2500,172.79,-0.2
2501,172.49,0.56
2502,172.77,0.73
2503,172.74,0.95
2504,172.69,0.31
2505,172.92,0.26
2506,173.58,0.48
2507,173.60,0.54
2508,173.73,-0.43
2509,173.90,-0.97
2510,173.90,0.25
2511,174.15,0.52
2512,173.77,0.09
2513,173.43,-0.59
2514,173.35,0.6
2515,173.33,0.83
2516,173.38,-0.46
2517,173.81,-0.91
2518,174.01,0.48
2519,173.48,-0.67
2520,173.03,-0.3
2521,173.05,0.11
2522,173.00,-0.93
2523,173.13,0.23
2524,173.13,-0.11
2525,173.42,-0.41
2526,173.40,-0.59
2527,173.57,0.23
